mixed009	1.837	聊一些你现在做什么research方向。
mixed010	1.882	呃，什么之类的，就是我们希望透过多轮，就是multi turn的方式，然后最后让这个系统可以帮助我们完成某一项任务。
mixed011	1.851	对这一块算比较easy的part，然后。
mixed012	1.845	就是User去回去respond一些，就是Interesting的。
mixed013	1.835	比较就是对我来说比较new，但是又就是说比比较容易习惯。
mixed014	1.866	对，那时候apply for the fourth year， I我就我去Xuan是在第四年的时候，但是我apply的时候在third year的时候apply。
mixed015	1.859	就是美国学校的exchange的话，twelve twelve twelve score need to be like a bow five hundred and five.
mixed016	1.947	也也是英语方向为主，然后整个亚洲这样看下来，不是Hong Kong，就是Singapore。
mixed017	2.028	就是你已经想好你要念哪个媒介了吗？
mixed018	1.871	就你要申请去交换，你并不需要去说哦，我要去哪一个department交换，是直接选school。
mixed019	1.841	那么我们的 deployment 其实 hardware 跟 software 也就是各半。
mixed020	1.821	感觉还不错。Robotics就是Robotics Mix with Language Application。
mixed021	1.818	对，就是当时考虑过挺多major的。
mixed022	1.804	还是做software的方向。
mixed023	1.838	所以你平时就现在大部分时间还是，tennis就，打网球。
mixed024	1.765	嗯呀，因为体积比较小。
mixed025	1.797	首先，为什么basketball呢？因为就是。
mixed026	1.814	MacBook其实可以，就是。
mixed027	1.787	就是特别不好掌控那个，就是你Bracket Balance。
mixed028	1.826	对，就是那些一些basketball或者soccer，对。
mixed029	1.801	比较容易学的是swimming。
mixed030	1.909	啊，是我比较喜欢篮球，所以我喜欢的运动也有Michael Jordan啊。
mixed031	1.770	因为它的得分方式非常efficient。
mixed032	1.803	就是，fe a famous Chinese player，姚明。
mixed033	1.895	而且它的三风，它的lay up，它的那个cross over，都非常的非常的标准，非常的那个具有威胁性。
mixed034	1.844	Now, um, why you choose Hong Kong instead of all other foreign countries like US or Australia?
mixed035	1.734	那你平时怎么跟local交流啊？
mixed036	1.753	个人的 personalities，还有那个。
mixed037	1.829	大四上学期好像是，反正好像是六月份的时候才开始准备I S。
mixed038	1.767	但是你们，你不觉得平时也有很多DOO要干嘛？
mixed039	1.830	三文鱼，或者是其他的东西，分给我们吃。然后我们又边吃边听他分享，吃他的一些他们公司的一些东西。
mixed040	1.845	那种关于呃着装啊，还有关于那些Interview Skills的东西，所以You need to have呃to dress formal.
mixed041	1.745	Self-driving方面，自动驾驶方面。
mixed042	1.805	他他make a mistake.
mixed043	1.903	很大程度上是属于那种data driver。
mixed044	1.772	另一个呢，就是 responsibility 的问题。
mixed045	1.741	就是我觉得呢，要分不同的 situation。
mixed046	1.775	如果你customer在知道这个会有五%的exit，呢？
mixed047	1.819	然后，如果这样的话，Action的 happen 的话，我觉得就是Company要，要负这个责任。
mixed048	1.815	第二个呢，它的测试也很很复杂，就是说你在测试的时候，你只能simulate这个scenario。
mixed049	1.835	AI可以就是很大很大程度上改善我们的生活，比如说什么一些，translation啊，还有一些就是。
mixed050	1.881	对，但是它也有它的drawback，就是说，就是有手机可以玩一些很多很多游戏之类的，会影响学习。
mixed051	1.800	你要就是教导，就是自己的孩子，如何使用Smartphone，是一个非常关键的。
mixed052	1.803	我们也学被被data上学期，然后我们主要是拿来做一些。
mixed053	1.781	做 optimization，然后再去做预测，主要还是做预测。
mixed054	1.786	计算机语言和程序语言这东西我还是不太懂。
mixed055	1.770	哦，那个是那个是Windows，好像是做。
mixed056	1.726	我当时学Privacy的时候，也是觉得。
mixed057	1.768	然后它可能会record用personal来。
mixed058	1.808	他们之所以不用阿里配的原因，就是因为啊，他们觉得阿里配很轻易的就能。
mixed059	1.741	sign in的话，只需要你的一个。
zh000	1.757	这并不是告别，这是一个篇章的结束，也是新篇章的开始。
zh001	1.966	有些人认为他是对的，但也有很多人持反对意见。他们认为太阳系是围绕着地球运转的，太阳也是，甚至其他恒星也是。
zh002	1.899	自一九六六年以来，孙德尔本斯一直是野生动物保护区。据估计，目前该区生活着四百只皇家孟加拉虎和大约三万只梅花鹿。
zh003	1.905	该海湾曾在一八八九年发生过一场臭名昭著的海军对峙，当时来自德国、美国和英国的七艘舰船拒绝驶离这个海湾。
zh004	1.811	对儿童来说，金字塔的声光表演是该地区最有趣的活动之一。
zh005	1.859	起初，他被送往位于大亚茅斯的詹姆斯·佩吉特医院进行救治。
zh006	1.867	平时你总能在这里听到游客和小摊贩的声音，声光交织，就像在讲述一个动人的故事。
zh007	1.924	胡那已经辞职，他在内阁中的位置将由国会议员艾德代为接替。预计国会议员诺曼·兰姆将接替艾为空出的商务部长一职。
zh008	2.122	表演开始五分钟后，刮起了风，约一分钟后，风速达到了七十公里每小时。紧接着又下起了雨，雨势如此之大，像针扎一样拍打在皮肤上。随后天上下起了冰雹，惊慌失措的人群尖叫着四散奔逃。
zh009	1.839	野孩子在被抛弃或离家出走之前，可能经历过严重的儿童虐待或创伤。
zh010	1.863	较小的岛屿大多是独立国家，且所属于法国。它们以豪华海滩度假胜地而闻名。
zh011	1.903	交通流量研究的是驾驶员和车辆在两点之间的运动，以及它们之间的相互作用。
zh012	1.935	通过红外光谱进行比较后，发现这些结晶的成分，与在受影响宠物的尿液中发现的结晶成分吻合。
zh013	1.936	综上所述，如果我们的祖先解决蛋白质问题的途径，与如今热带草原上的黑猩猩所使用的方法无异，我们也不应该感到惊讶。
zh014	2.261	梵蒂冈城的人口大约有八百人，它是世界上最小的独立国家，也是人口最少的国家。
zh015	2.442	周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。
zh016	2.079	一个孩子在被抛弃或离家出走之前，可能经历过严重的儿童虐待或创伤。
zh017	2.023	邓迪大学的 Pamela Ferguson 教授指出：“记者如果公布嫌疑人的照片等信息的话，似乎确实存在危害性。”
zh018	2.516	据透露，这份文件将提及边界争端。巴勒斯坦希望以1967年中东战争前的边界为基础。
zh019	2.006	对儿童来说，《金字塔的声光表演》是该地区最有趣的活动之一。
zh020	1.847	吉萨大金字塔是七大奇迹中唯一至今仍屹立不倒的建筑。
zh021	1.882	睡眠中断是指这样的过程：在正常睡眠期间，有意的醒来，并且在短时间之后（时到六十分钟）睡着。
zh022	1.860	这里几乎都是海沙滩，游泳很安全。大部分地方都有新西兰圣诞树的树荫。
zh023	1.913	州长办公室表示，伤者中十九人是警察。
zh024	2.443	文明是一种由共同生活工合作工作的人群社会所共享的单一文化。
zh025	3.171	但在队长输掉三注门后，印度在结束这一局比赛的时，只得了三十六分，输掉了七个三注门。
zh026	2.659	其他摔跤选手也纷纷悼念卢娜。
zh027	3.960	结果两种鱼类灭绝，另外两种鱼类濒临灭绝，其中包括公贝蛙。
zh028	2.560	他补充道：“然而，他们不应该被要求承担超出其发展阶段责任和能力范围的义务。”
zh029	2.063	在这份报告的七十八项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界，免受敌对势力的侵害，并与邻国重建外交关系。
zh030	1.848	昆虫学家们用“虫子” bug 一词来正式称呼这一类的昆虫。
zh031	2.116	人们自古以来就知道金银铜等基本化学元素，因为这些元素都能以自然形态在自然界中发现，而且比较容易使用原始工具进行开采。
zh032	1.940	该委员会是马尔泰利对10月份的大规模反政府抗议活动做出的回应。
zh033	1.935	一夜之间印刷了150到200份，就是现在众所周知的邓拉普宽边版。
zh034	1.908	在某些航线上，大型公司有自己的飞机，但对于其他航线和小公司来说，就有问题了。
zh035	1.798	一枚炸弹在总督办公室外爆炸。
zh036	1.910	从传统意义上讲，海军的任务是确保国家输入运输人员和货物的能力，同时干扰敌人运输及其人员和货物的能力。
zh037	1.908	如果只是在乘船游览的情况下登岸，则不需要单独的签证。规定截至二零零九年。
zh038	1.834	亚马逊河占全世界所有河流的入海流量的百分之二十。
zh039	1.884	拒绝男人时要坚定，别害怕坚持自己的立场。不管文化有无差异，都要果断回绝。
zh040	2.048	他的作品极具辨识度，拥有高质量的和丰富的细节。这也使得他成为了极少数在极优人士中家喻户晓的人物之一。有些人专门收集他的作品。
zh041	1.991	同样，历朝历代更迭期间，都是一段小国分裂的不稳定时代。其中最有名的便是长达六十年的三国时期，该时期处于汉晋两代的更迭之间。
zh042	1.933	他们因其严格防守、控球技术和出色的团队合作脱颖而出。很显然，这是一支无往不胜的队伍。
zh043	1.913	这座城市也是攀登尼拉贡戈火山以及非洲最便宜的山地大猩猩追踪项目的基地。
zh044	1.996	恶劣天气是任何危险天气现象的总称。这种天气会造成破坏，严重社会混乱，或人员伤亡。
zh045	1.790	亚马逊和占世界所有河流的入海流量的百分之二十。
zh046	1.856	写博客是一种能够激发合作的工具，还能鼓励学生把学习延伸到传统的学校授课之外。
zh047	1.909	如果你不习惯在乡村道路上开车，那可要保持头脑清醒。这里到处都是陡坡、窄车道和急转弯。
zh048	1.800	互联网结合了大众传播和人际传播的要素。
zh049	1.904	这些海滩又是挤满了度假的家庭，沿岸排列着各种各样的商店。游泳很安全。
zh050	1.961	它们的舌头有可能是分叉的，对此我们尚不确定。它的食物包括海龟、大型鱼类、其他苍龙，甚至会吃人。
zh051	2.144	随着中世纪走向末期，西欧人民逐渐发展出自己的风格。当时最大的进步之一，就是十字军东征后，人们开始用纽扣来系衣服。
zh052	1.954	该群岛位于南极半岛以北一百二十公里处，最大的岛屿是乔治国王岛，这里是梵新村的定居点。
zh053	1.985	在外围岛屿，可能无法使用信用卡，但可以使用英美货币。请事先与房主联系，确认可接受的付款方式。
zh054	1.910	亚热带风暴杰瑞今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。
zh055	2.171	巴塞罗那的官方语言为加泰罗尼亚语和西班牙语，大约一半的当地人更愿意说加泰羅尼亞語。觉得多数人都能听懂加泰罗马尼亚语。至于西班牙语几乎每个人都能听懂。
zh056	1.934	裂变原子弹的工作原理如下：把一颗原子核和许多质子及中子聚在一起，需要能量。
zh057	2.124	说穿了，他威尔斯，从一开始就对我们撒谎。首先，他表现的好像是出于法律原因才这么做。其次，他先是假装听取我们的意见，然后直接删除了这些艺术作品。
zh058	1.953	此外，在革命之后，官职面官职面向全体男性开放申请，这使得最有抱负、最成功之人有机会飞黄腾达。
zh059	2.032	现年五十三岁的库姆，从今年年初开始担任州长，并于上个月签署了一项将同性婚姻合法化的法案。
