zh020	1.931	吉萨大金字塔是七大奇迹中唯一至今仍屹立不倒的建筑。
zh021	2.043	睡眠中断是指这样的过程：在正常睡眠期间，有意的醒来，并且在短时间之后（时到六十分钟）睡着。
zh022	1.965	这里几乎都是海沙滩，游泳很安全。大部分地方都有新西兰圣诞树的树荫。
zh023	1.895	州长办公室表示，伤者中十九人是警察。
zh024	1.906	文明是一种由共同生活工合作工作的人群社会所共享的单一文化。
zh025	2.010	但在队长输掉三注门后，印度在结束这一局比赛的时，只得了三十六分，输掉了七个三注门。
zh026	1.933	其他摔跤选手也纷纷悼念卢娜。
zh027	1.917	结果两种鱼类灭绝，另外两种鱼类濒临灭绝，其中包括公贝蛙。
zh028	1.999	他补充道：“然而，他们不应该被要求承担超出其发展阶段责任和能力范围的义务。”
zh029	2.115	在这份报告的七十八项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界，免受敌对势力的侵害，并与邻国重建外交关系。
zh030	1.982	昆虫学家们用“虫子” bug 一词来正式称呼这一类的昆虫。
zh031	2.022	人们自古以来就知道金银铜等基本化学元素，因为这些元素都能以自然形态在自然界中发现，而且比较容易使用原始工具进行开采。
zh032	2.016	该委员会是马尔泰利对10月份的大规模反政府抗议活动做出的回应。
zh033	2.011	一夜之间印刷了150到200份，就是现在众所周知的邓拉普宽边版。
zh034	1.987	在某些航线上，大型公司有自己的飞机，但对于其他航线和小公司来说，就有问题了。
zh035	1.918	一枚炸弹在总督办公室外爆炸。
zh036	2.014	从传统意义上讲，海军的任务是确保国家输入运输人员和货物的能力，同时干扰敌人运输及其人员和货物的能力。
zh037	1.960	如果只是在乘船游览的情况下登岸，则不需要单独的签证。规定截至二零零九年。
zh038	1.923	亚马逊河占全世界所有河流的入海流量的百分之二十。
zh039	1.999	拒绝男人时要坚定，别害怕坚持自己的立场。不管文化有无差异，都要果断回绝。
zh040	2.148	他的作品极具辨识度，拥有高质量的和丰富的细节。这也使得他成为了极少数在极优人士中家喻户晓的人物之一。有些人专门收集他的作品。
zh041	2.039	同样，历朝历代更迭期间，都是一段小国分裂的不稳定时代。其中最有名的便是长达六十年的三国时期，该时期处于汉晋两代的更迭之间。
zh042	1.968	他们因其严格防守、控球技术和出色的团队合作脱颖而出。很显然，这是一支无往不胜的队伍。
zh043	1.959	这座城市也是攀登尼拉贡戈火山以及非洲最便宜的山地大猩猩追踪项目的基地。
zh044	2.047	恶劣天气是任何危险天气现象的总称。这种天气会造成破坏，严重社会混乱，或人员伤亡。
zh045	1.982	亚马逊和占世界所有河流的入海流量的百分之二十。
zh046	1.936	写博客是一种能够激发合作的工具，还能鼓励学生把学习延伸到传统的学校授课之外。
zh047	1.953	如果你不习惯在乡村道路上开车，那可要保持头脑清醒。这里到处都是陡坡、窄车道和急转弯。
zh048	1.924	互联网结合了大众传播和人际传播的要素。
zh049	2.021	这些海滩又是挤满了度假的家庭，沿岸排列着各种各样的商店。游泳很安全。
zh050	2.053	它们的舌头有可能是分叉的，对此我们尚不确定。它的食物包括海龟、大型鱼类、其他苍龙，甚至会吃人。
zh051	2.095	随着中世纪走向末期，西欧人民逐渐发展出自己的风格。当时最大的进步之一，就是十字军东征后，人们开始用纽扣来系衣服。
zh052	2.069	该群岛位于南极半岛以北一百二十公里处，最大的岛屿是乔治国王岛，这里是梵新村的定居点。
zh053	2.125	在外围岛屿，可能无法使用信用卡，但可以使用英美货币。请事先与房主联系，确认可接受的付款方式。
zh054	1.991	亚热带风暴杰瑞今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。
zh055	2.253	巴塞罗那的官方语言为加泰罗尼亚语和西班牙语，大约一半的当地人更愿意说加泰羅尼亞語。觉得多数人都能听懂加泰罗马尼亚语。至于西班牙语几乎每个人都能听懂。
zh056	2.024	裂变原子弹的工作原理如下：把一颗原子核和许多质子及中子聚在一起，需要能量。
zh057	2.190	说穿了，他威尔斯，从一开始就对我们撒谎。首先，他表现的好像是出于法律原因才这么做。其次，他先是假装听取我们的意见，然后直接删除了这些艺术作品。
zh058	2.001	此外，在革命之后，官职面官职面向全体男性开放申请，这使得最有抱负、最成功之人有机会飞黄腾达。
zh059	2.104	现年五十三岁的库姆，从今年年初开始担任州长，并于上个月签署了一项将同性婚姻合法化的法案。
