zh006	2.135	平时你总能在这里听到游客和小摊贩的声音，声光交织，就像在讲述一个动人的故事。
zh007	2.306	胡娜已经辞职，他在内阁中的位置将由国会议员艾德戴维接替。预计国会议员诺曼拉姆将接替艾维空出的商务部长一职。
zh008	2.638	表演开始五分钟后，刮起了风，约一分钟后，风速达到了七十公里每小时。紧接着又下起了雨，雨势如此之大，像针扎一样拍打在皮肤上。随后天上下起了冰雹，惊慌失措的人群尖叫着四散奔逃。
zh009	2.058	野孩子在被抛弃或离家出走之前，可能经历过严重的儿童虐待或创伤。
zh010	2.087	较小的岛屿大多是独立国家，且所属于法国，它们以豪华海滩度假胜地而闻名。
zh011	2.106	交通流量研究的是驾驶员和车辆在两点之间的运动，以及它们之间的相互作用。
zh012	2.272	通过红外光谱进行比较后发现，这些结晶的成分与在受影响宠物的尿液中发现的结晶成分吻合。
zh013	2.179	综上所述，如果我们的祖先解决蛋白质问题的途径与如今热带草原上的黑猩猩所使用的方法无异，我们也不应该感到惊讶。
zh014	2.106	梵蒂冈城的人口大约有八百人，它是世界上最小的独立国家，也是人口最少的国家。
zh015	2.145	周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。
zh016	2.107	野孩子在被抛弃或离家出走之前，可能经历过严重的儿童虐待或创伤。
zh017	2.116	邓迪大学的 Pamela Ferguson 教授指出，记者如果公布嫌疑人的照片等信息的话，似乎确实存在危害性。
zh018	2.137	据透露，这份文件将提及边界争端。巴勒斯坦希望以1967年中东战争前的边界为基础。
zh019	2.071	对儿童来说，金字塔的声光表演是该地区最有趣的活动之一。
zh020	2.052	吉萨大金字塔是七大奇迹中唯一至今仍屹立不倒的建筑。
zh021	2.173	睡眠中断是指这样的过程，在正常睡眠期间有意的醒来，并且在短时间之后十到六十分钟睡着。
zh022	2.087	这里几乎都是海沙滩，游泳很安全，大部分地方都有新西兰圣诞树的树荫。
zh023	1.957	州长办公室表示，伤者中十九人是警察。
zh024	2.062	文明是一种由共同生活、工合作、工作的人群社会所共享的单一文化。
zh025	2.227	但在队长输掉三柱门后，印度在结束这一局比赛的时，只得了三十六分，输掉了七个三柱门。
zh026	2.002	其他摔跤选手也纷纷悼念露娜。
zh027	2.071	结果，两种鱼类灭绝，另外两种鱼类濒临灭绝，其中包括弓背蛙。
zh028	2.210	他补充道，然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。
zh029	2.433	在这份报告的七十八项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界免受敌对势力的侵害，并与邻国重建外交关系。
zh030	2.088	昆虫学家们用“虫子”（bug）一词来正式称呼这一类的昆虫。
zh031	2.264	人们自古以来就知道金银铜等基本化学元素，因为这些元素都能以自然形态在自然界中发现，而且比较容易使用原始工具进行开采。
zh032	2.135	该委员会是马尔泰利对始于十月份的大规模反政府抗议活动作出的回应。
zh033	2.150	一夜之间印刷了150到200份，就是现在众所周知的邓拉普宽边版。
zh034	2.066	在某些航线上，大型公司有自己的飞机，但对于其他航线和小公司来说就有问题了。
zh035	2.015	一枚炸弹在总督办公室外爆炸。
zh036	2.177	从传统意义上讲，海军的任务是确保国家输入运输人员和货物的能力，同时干扰敌人运输及其人员和货物的能力。
zh037	2.216	如果只是在乘船游览的情况下登岸，则不需要单独的签证。规定截至2009年。
zh038	2.087	亚马逊河占全世界所有河流的入海流量的百分之二十。
zh039	2.087	拒绝男人时要坚定，别害怕坚持自己的立场。不管文化有无差异，都要果断回绝。
zh040	2.550	他的作品极具辨识度，拥有高质量的和丰富的细节，这也使得他成为了极少数在集邮人士中家喻户晓的人物之一。有些人专门收集他的作品。
zh041	2.297	同样，历朝历代更迭期间，都是一段小国分立的不稳定时代。其中最有名的便是长达六十年的三国时期，该时期处于汉晋两代的更迭之间。
zh042	2.141	他们因其严格防守、控球技术和出色的团队合作脱颖而出。很显然，这是一支无往不胜的队伍。
zh043	2.108	这座城市也是攀登尼拉贡戈火山以及非洲最便宜的山地大猩猩追踪项目的基地。
zh044	2.209	恶劣天气是任何危险天气现象的总称，这种天气会造成破坏、严重社会混乱或人员伤亡。
zh045	2.021	亚马逊河占世界所有河流的入海流量的百分之二十。
zh046	2.091	写博客是一种能够激发合作的工具，还能鼓励学生把学习延伸到传统的学校授课之外。
zh047	2.126	如果你不习惯在乡村道路上开车，那可要保持头脑清醒。这里到处都是陡坡、窄车道和急转弯。
zh048	2.035	互联网结合了大众传播和人际传播的要素。
zh049	2.135	这些海滩又是挤满了度假的家庭，沿岸排列着各种各样的商店，游泳很安全。
zh050	2.195	它们的舌头有可能是分叉的，对此我们尚不确定。它的食物包括海龟、大型鱼类、其他沧龙，甚至会吃人。
zh051	2.372	随着中世纪走向末期，西欧人民逐渐发展出自己的风格。当时最大的进步之一就是十字军东征后，人们开始用纽扣来系衣服。
zh052	2.105	该群岛位于南极半岛以北一百二十公里处，最大的岛屿是乔治国王岛，这里是繁星村的定居点。
zh053	2.303	在外围岛屿，可能无法使用信用卡，但可以使用英美货币，请事先与房主联系，确认可接受的付款方式。
zh054	2.131	亚热带风暴杰瑞今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。
zh055	2.553	巴塞罗那的官方语言为加泰罗尼亚语和西班牙语，大约一半的当地人更愿意说加泰羅尼亚语，绝大多数人都能听懂加泰隆尼亚语。至于西班牙语几乎每个人都能听懂。
zh056	2.170	裂变原子弹的工作原理如下：把一颗原子核和许多质子及中子聚在一起，需要能量。
zh057	2.440	说穿了，他威尔斯从一开始就对我们撒谎。首先，他表现的好像是出于法律原因才这么做。其次，他先是假装听取我们的意见，然后直接删除了这些艺术作品。
zh058	2.231	此外，在革命之后，官职面官职面向全体男性开放申请，这使得最有抱负、最成功之人有机会飞黄腾达。
zh059	2.256	现年五十三岁的库莫，从今年年初开始担任州长，并于上个月签署了一项将同性婚姻合法化的法案。
